epoch,target,epoch_minimum,epoch_minimum_height,pre_g1,pre_g2,post_g1,post_g2,transition,deposit,ratio_g2_g1,q,lambda,canonical_k,qualifier_hashes,qualifier_heights,ownership,network_selection_opportunity
62,110438984653392107399822606842181601255647711092336854093004800,749141948473392236228638560860443038398718001776885808413,125552,68480391720945830618845225758816050800632592882184463313816,79525547564285342718373405953918473416159747536820939010485,25192528237503017499751304294031093900433729325951472103020,68480391720945830618845225758816050800632592882184463313816,unique-min,True,2.718281828459045235360287471,0.0007200858267021629509078397681,1.451693026631560509030204972,2,00000000000000001e8d6829a8a21adc5d38d0a473b144b6765798e61f98bd1d;0000000000000007b4413a653882b8405bf0b4e7edb9136232904a6d4cc271ec,125552;125704,unspecified,True
63,61993465896324436412959469550829248888675813063783317791309824,6933219559173656758835745708323449991038513612463771832478,128456,25192528237503017499751304294031093900433729325951472103020,68480391720945830618845225758816050800632592882184463313816,9267813209708390841520033423266898821864226609771208140579,25192528237503017499751304294031093900433729325951472103020,unique-min,True,2.718281828459045235360287471,0.001104638863642014907943349002,2.226951949102302054413791587,4,00000000000000011ac23090a91a9297e8cb27c6d81cea9fc429fd37468d509e;0000000000000002ed549896e4571ab6ec7d805741038cb8dac97d4c2917c729;0000000000000003285bbdf8a244855b2eb0252589498b018de13119ac8dc6a9;000000000000000a07a93ecce01ec03eed7b5c09491020c3f9ef77df6f49d238,128456;128687;128187;128755,unspecified,True
64,47525089675259291211422247200069659468817014361857087365971968,8795345544553032365868030280910056491723989313354824563144,130557,9267813209708390841520033423266898821864226609771208140579,25192528237503017499751304294031093900433729325951472103020,8795345544553032365868030280910056491723989313354824563144,9267813209708390841520033423266898821864226609771208140579,unique-min,True,1.053717919638524974757353427,0.0005300890205498716941758468249,1.068659465428541335458507199,1,000000000000000166b3b12f3e8928897fa5241985e75a9d31945dc2d22a39c8,130557,unspecified,False
65,30742228348699538311994447367921718297595975288392383715082240,11877265182267484804451846062334339240022691573473124764281,133047,8795345544553032365868030280910056491723989313354824563144,9267813209708390841520033423266898821864226609771208140579,8795345544553032365868030280910056491723989313354824563144,9267813209708390841520033423266898821864226609771208140579,neither,False,1.053717919638524974757353427,0.0003014684916326320588607915252,0.6077604791313862306633557148,0,,,unspecified,False
66,19547336162709893274575855467812492508787617050928192350584832,2417656105760902979930526541421941343995304296798407505994,133316,8795345544553032365868030280910056491723989313354824563144,9267813209708390841520033423266898821864226609771208140579,3235626803839904601003456574469829765074275785735461294012,8795345544553032365868030280910056491723989313354824563144,unique-min,True,2.718281828459045235360287471,0.0004741215443661542912305793094,0.9558290334421670511208478877,1,0000000000000000629981ebad88aafb5856e6663998d1083d74008be66a384a,133316,unspecified,False
67,17248274092338559882155796390905381469049315669915374897332224,5271147535646232854176652347731332849200134455822200839776,136816,3235626803839904601003456574469829765074275785735461294012,8795345544553032365868030280910056491723989313354824563144,3235626803839904601003456574469829765074275785735461294012,5271147535646232854176652347731332849200134455822200839776,new-second,True,1.629096263323897124712182855,0.0005099261234757279759023396750,1.028011064927067599419116785,1,0000000000000000d6f9591d6e5385853a50829b2f939ebe90794e81bb039e60,136816,unspecified,False
68,15943936487596784557029840069157210316687734428242467413295104,1179858017340063549226771647953112934749009915267557804871,137445,3235626803839904601003456574469829765074275785735461294012,5271147535646232854176652347731332849200134455822200839776,1190320580435964129177497273956564944399335472286853664224,3235626803839904601003456574469829765074275785735461294012,unique-min,True,2.718281828459045235360287471,0.0003306051513531052869512478871,0.6664999851278602584937157403,2,0000000000000000301e4adf257e8acafb35304fa906dba5573cd2e4f3f6cb47;00000000000000006e8f8d4ec7166ecc2404df2cfab18d74facb1050421ba171,137445;137935,unspecified,True
69,14273467308195657992975774342458504496649432985410431166185472,1289942782283222557306423169705325613568341829509230238857,140105,1190320580435964129177497273956564944399335472286853664224,3235626803839904601003456574469829765074275785735461294012,1190320580435964129177497273956564944399335472286853664224,1289942782283222557306423169705325613568341829509230238857,new-second,True,1.083693589344452924885691224,0.0002266882134505640078443969409,0.4570034383163370398143042329,1,0000000000000000349ba18be90b92616e322b19ebd5d4e94f44a1bcaf6a1c89,140105,unspecified,False
70,14930233597189143322113827544414041000381079823613435714732032,10868796218509508337210932474611334737719801409369895856775,141742,1190320580435964129177497273956564944399335472286853664224,1289942782283222557306423169705325613568341829509230238857,1190320580435964129177497273956564944399335472286853664224,1289942782283222557306423169705325613568341829509230238857,neither,False,1.083693589344452924885691224,0.00008639803080683714413926092949,0.1741784301065836825847500338,0,,,unspecified,False
71,15164766714763258952996988973449124317842091658872414191747072,2777525919903841281355503038609557532075661534259290923307,144385,1190320580435964129177497273956564944399335472286853664224,1289942782283222557306423169705325613568341829509230238857,1190320580435964129177497273956564944399335472286853664224,1289942782283222557306423169705325613568341829509230238857,neither,False,1.083693589344452924885691224,0.00008506182828565590523129650974,0.1714846458238823049462937636,0,,,unspecified,False
72,15357836632983707094928406965317628870031114888441593128288256,5136639808683491883152535743478115267531416967960902165512,146346,1190320580435964129177497273956564944399335472286853664224,1289942782283222557306423169705325613568341829509230238857,1190320580435964129177497273956564944399335472286853664224,1289942782283222557306423169705325613568341829509230238857,neither,False,1.083693589344452924885691224,0.00008399247974241627283011052843,0.1693288391607112060255028253,0,,,unspecified,False
73,15958672964717750944291813934170287689797412223641384931819520,1507288989481589238744791376227564606541710733303682981101,148246,1190320580435964129177497273956564944399335472286853664224,1289942782283222557306423169705325613568341829509230238857,1190320580435964129177497273956564944399335472286853664224,1289942782283222557306423169705325613568341829509230238857,neither,False,1.083693589344452924885691224,0.00008083020343452703906565197319,0.1629536901240065107563543779,0,,,unspecified,False
74,18362361570655080300849714079315004638119732162003921272832000,17588163941571918230539991061967435518658174987732120976347,150154,1190320580435964129177497273956564944399335472286853664224,1289942782283222557306423169705325613568341829509230238857,1190320580435964129177497273956564944399335472286853664224,1289942782283222557306423169705325613568341829509230238857,neither,False,1.083693589344452924885691224,0.00007024928560086095909288500549,0.1416225597713356935312561711,0,,,unspecified,False
75,22401652017447755518156310839596703571934659990690572544245760,10237606477258851697109220706480601605307999933738129544258,152240,1190320580435964129177497273956564944399335472286853664224,1289942782283222557306423169705325613568341829509230238857,1190320580435964129177497273956564944399335472286853664224,1289942782283222557306423169705325613568341829509230238857,neither,False,1.083693589344452924885691224,0.00005758248459883840012771779916,0.1160862889512582146574790831,0,,,unspecified,False
76,22607619418140130980719672680045705126213018528712048676700160,2896235461813446659762052910290319882673305168036604713865,154046,1190320580435964129177497273956564944399335472286853664224,1289942782283222557306423169705325613568341829509230238857,1190320580435964129177497273956564944399335472286853664224,1289942782283222557306423169705325613568341829509230238857,neither,False,1.083693589344452924885691224,0.00005705787763076837641748382175,0.1150286813036290468576473846,0,,,unspecified,False
77,24717289559589094364468373797949472355802981654048927838633984,1015144396164766081116625386979149783365596865937478527743,156636,1190320580435964129177497273956564944399335472286853664224,1289942782283222557306423169705325613568341829509230238857,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,unique-min,True,1.172562824493753643026188842,0.00005218787356005982917564945602,0.1052107530970806156181093033,1,000000000000000029669a1e22b42c7aeffe0f818b37a2b057e4545a67e42aff,156636,unspecified,False
78,23340814324747679919001773364939281849550099124416593832968192,2392982727006858957434785606866162161118038787880681065980,158603,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,neither,False,1.172562824493753643026188842,0.00005099738868895834012090292780,0.1028107355969400136837403024,0,,,unspecified,False
79,23242391331131109072962566885467580392541369223033474166816768,3917225616622492391746849999271705011249525566813837952583,160970,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,neither,False,1.172562824493753643026188842,0.00005121334390586720455277777547,0.1032461013142282843783999953,0,,,unspecified,False
